Modifiers,Modifier Type,Modifier,Modfier Value,Unit Type,Definition,Literature Cited,CMECS Version,Component Code,Unit Code,IRI (NCEI base URL + Term ID),Unit ID,Unit Status,Type of Change,Implementation Guidance,Notes
Modifiers,Physical Modifiers,Energy Direction,Seaward Energy Direction,CMECS Modifier Value,"On land, water currents following a topographic gradient toward the sea.",,1.1.2,None,ED06,https://w3id.org/CMECS/CMECS_00001567,CMECS_00001567,Original Unit,,,
Modifiers,Physical Modifiers,Energy Direction,Upward Energy Direction,CMECS Modifier Value,Ascending and perpendicular to the sea surface or bottom.,,1.1.2,None,ED07,https://w3id.org/CMECS/CMECS_00001603,CMECS_00001603,Original Unit,,,
Modifiers,Physical Modifiers,Energy Intensity,,CMECS Modifier,Energy Intensity is classified into four categories as shown on Table 10.8.,,1.1.2,None,EI,https://w3id.org/CMECS/CMECS_00000291,CMECS_00000291,Original Unit,Attribute Change (Implementation Guidance),"Energy Modifiers apply to the Substrate, Biotic, Geoform, and Water Column Components of the classification. Within the intertidal and subtidal benthic zones, energy acts to shape the geoforms. Within the water column, the energy is related to current speeds (in knots), wave intensity, and tidal motions.",
Modifiers,Physical Modifiers,Energy Intensity,Very Low Energy,CMECS Modifier Value,Area experiences little current motion under most conditions.,,1.1.2,None,EI01,https://w3id.org/CMECS/CMECS_00000884,CMECS_00000884,Original Unit,,,
Modifiers,Physical Modifiers,Energy Intensity,Low Energy,CMECS Modifier Value,Area typically experiences very weak currents (0-1 knots).,,1.1.2,None,EI02,https://w3id.org/CMECS/CMECS_00000481,CMECS_00000481,Original Unit,,,
Modifiers,Physical Modifiers,Energy Intensity,Moderate Energy,CMECS Modifier Value,Area regularly experiences moderate tidal currents (> 1-3 knots).,,1.1.2,None,EI03,https://w3id.org/CMECS/CMECS_00000562,CMECS_00000562,Original Unit,,,
Modifiers,Physical Modifiers,Energy Intensity,High Energy,CMECS Modifier Value,Area regularly experiences strong currents (> 3 knots).,,1.1.2,None,EI04,https://w3id.org/CMECS/CMECS_00000414,CMECS_00000414,Original Unit,,,
Modifiers,Physical Modifiers,Energy Type,,CMECS Modifier,The Energy Type Modifier ia adapted from Dethier (1990) and Zacharias et al. (1998) with type categories as described in Table 10.9.,"Dethier, M. 1990. A Marine and Estuarine Habitat Classification System for Washington State. Washington State Department of Natural Resources.|Zacharias, M. A., D. E. Howes, J. R. Harper, and P. Wainwright. 1998. “The British Columbia Marine Ecosystem Classification: Rationale, Development, and Verification.” Coastal Management 26: 105–124.",1.1.2,None,ET,https://w3id.org/CMECS/CMECS_00000292,CMECS_00000292,Original Unit,Attribute Change (Implementation Guidance),"Energy Modifiers apply to the Substrate, Biotic, Geoform, and Water Column Components of the classification. Within the intertidal and subtidal benthic zones, energy acts to shape the geoforms. Within the water column, the energy is related to current speeds (in knots), wave intensity, and tidal motions.",
Modifiers,Physical Modifiers,Energy Type,Current (Energy Type),CMECS Modifier Value,Coherent directional motion of the water.,,1.1.2,None,ET01,https://w3id.org/CMECS/CMECS_00001426,CMECS_00001426,Original Unit,,,
Modifiers,Physical Modifiers,Energy Type,Internal Wave (Energy Type),CMECS Modifier Value,Vertical and transverse oscillating water motion- below the surface- due to seismic energy or a pressure differential.,,1.1.2,None,ET02,https://w3id.org/CMECS/CMECS_00001485,CMECS_00001485,Original Unit,,,
Modifiers,Physical Modifiers,Energy Type,Surface Wave (Energy Type),CMECS Modifier Value,Vertical and transverse oscillating surface water motion due to wind or seismic energy.,,1.1.2,None,ET03,https://w3id.org/CMECS/CMECS_00001589,CMECS_00001589,Original Unit,,,
Modifiers,Physical Modifiers,Energy Type,Tide (Energy Type),CMECS Modifier Value,"Periodic, horizontally oscillating water motion.",,1.1.2,None,ET04,https://w3id.org/CMECS/CMECS_00001598,CMECS_00001598,Original Unit,,,
Modifiers,Physical Modifiers,Energy Type,Wind (Energy Type),CMECS Modifier Value,Coherent directional motion of the atmosphere.,,1.1.2,None,ET05,https://w3id.org/CMECS/CMECS_00001623,CMECS_00001623,Original Unit,,,
Modifiers,Physical Modifiers,Induration,,CMECS Modifier,"The stability of the substrate is a strong determinant of the suitability of an area for colonization by sessile organisms, and for feeding or burrowing activities by benthic epifauna and infauna. The Induration Modifier can be used to describe the hardness or amount of consolidation of bottom sediments (Substrate Component units). Induration is often measured with acoustic tools. The following categories are adopted from Greene et al. (2007).","Greene, H. G., J. J. Bizzarro, V. M. O’Connell, and C. K. Brylinsky. 2007. “Construction of Digital Potential Marine Benthic Habitat Maps Using a Coded Classification Scheme and Its Applications.” In Mapping the Seafloor for Habitat Characterization, 141–155. Special Paper 47. Edited by B. J. Todd and H. G. Greene. Geological Association of Canada.",1.1.2,None,I,https://w3id.org/CMECS/CMECS_00000432,CMECS_00000432,Original Unit,,,
Modifiers,Physical Modifiers,Induration,Hard Induration,CMECS Modifier Value,"Strongly consolidated fine sediment with low water content, or rock outcrop, or bedrock.",,1.1.2,None,I01,https://w3id.org/CMECS/CMECS_00001471,CMECS_00001471,Original Unit,,,
Modifiers,Physical Modifiers,Induration,Mixed Induration,CMECS Modifier Value,A blend of hard and soft substrate materials.,,1.1.2,None,I02,https://w3id.org/CMECS/CMECS_00001516,CMECS_00001516,Original Unit,,,
Modifiers,Physical Modifiers,Induration,Soft Induration,CMECS Modifier Value,"Loose, fine, unconsolidated, or sediment-covered substrate with a high water content.",,1.1.2,None,I03,https://w3id.org/CMECS/CMECS_00001577,CMECS_00001577,Original Unit,,,
Modifiers,Physical Modifiers,Mineral Precipitate,,CMECS Modifier,"A substrate or deposit formed by the oxidation and precipitation of minerals from a body of water. Mineral precipitate substrates may form nodules, crusts and geoforms. ",,1.1.2,None,MI,https://w3id.org/CMECS/CMECS_00001702,CMECS_00001702,Original Unit,Addition,Specify the mineral composition if known.|Use in combination with Substrate or Geoform Component units as needed.,
Modifiers,Physical Modifiers,Mineral Precipitate,Crust,CMECS Modifier Value,"A layer of consolidated substrate overlying other consolidated or unconsolidated material. Crusts may be composed of chemical precipitates (e.g. ferromanganese, salt), calcareous or crustose algae, or may form via sediment diagenesis, resulting in surficial lithification.",,1.1.2,None,MI01,https://w3id.org/CMECS/CMECS_00001703,CMECS_00001703,Original Unit,Addition,Specify the mineral composition if known.|Use in combination with Substrate or Geoform Component units as needed.,
Modifiers,Physical Modifiers,Mineral Precipitate,Nodules,CMECS Modifier Value,"Round or spherical concretions that form by accreting in concentric layers around a fragment of some other mineral or biological material, called a nucleus.",,1.1.2,None,MI02,https://w3id.org/CMECS/CMECS_00001704,CMECS_00001704,Original Unit,Addition,Specify the mineral composition if known.|Use in combination with Substrate or Geoform Component units as needed.,
Modifiers,Physical Modifiers,Mineral Precipitate,Patina,CMECS Modifier Value,"A thin or patchy layer of consolidated substrate overlying other consolidated or unconsolidated material. Patina may be composed of chemical precipitates (e.g. ferromanganese, salt), calcareous or crustose algae, or may form via sediment diagenesis, resulting in surficial lithification. ",,1.1.2,None,MI03,https://w3id.org/CMECS/CMECS_00001705,CMECS_00001705,Original Unit,Addition,Specify the mineral composition if known.|Use in combination with Substrate or Geoform Component units as needed.,
Modifiers,Physical Modifiers,Seafloor Rugosity,,CMECS Modifier,"Seafloor Rugosity, a measure of surface ""roughness"", is applicable at several scales using different measures (e.g., bathymetric x-y-z data, measured transect data, video data). Rugosity is derived as the ratio of surface area to planar (flat) area for a grid cell, or as the ratio of surface area to linear area along transects, and is calculated as follows: ƒr = Ar / Ag
where Ar is the real (true, actual) surface area and Ag is the geometric surface area (IUPAC 1997). Values for Seafloor Rugosity are taken from Greene et al. 2007. The five rugosity types and their associated numeric values are given in Table 10.11.","IUPAC. Compendium of Chemical Terminology, 2nd ed. (the ""Gold Book""). 1997. Compiled by A. D. McNaught and A. Wilkinson. Oxford: Blackwell Scientific Publications. XML on-line corrected version: http://goldbook.iupac.org (2006-) created by M. Nic, J. Jirat, B. Kosata; updates compiled by A. Jenkins.|Greene, H. G., J. J. Bizzarro, V. M. O’Connell, and C. K. Brylinsky. 2007. “Construction of Digital Potential Marine Benthic Habitat Maps Using a Coded Classification Scheme and Its Applications.” In Mapping the Seafloor for Habitat Characterization, 141–155. Special Paper 47. Edited by B. J. Todd and H. G. Greene. Geological Association of Canada.",1.1.2,None,SR,https://w3id.org/CMECS/CMECS_00000720,CMECS_00000720,Original Unit,,,
Modifiers,Physical Modifiers,Seafloor Rugosity,Very Low (Rugosity),CMECS Modifier Value,1.0 to less than 1.25,,1.1.2,None,SR01,https://w3id.org/CMECS/CMECS_00001612,CMECS_00001612,Original Unit,,,
Modifiers,Physical Modifiers,Seafloor Rugosity,Low (Rugosity),CMECS Modifier Value,1.25 to less than 1.50,,1.1.2,None,SR02,https://w3id.org/CMECS/CMECS_00001494,CMECS_00001494,Original Unit,,,
Modifiers,Physical Modifiers,Seafloor Rugosity,Moderate (Rugosity),CMECS Modifier Value,1.50 to less than 1.75,,1.1.2,None,SR03,https://w3id.org/CMECS/CMECS_00001522,CMECS_00001522,Original Unit,,,
Modifiers,Physical Modifiers,Seafloor Rugosity,High (Rugosity),CMECS Modifier Value,1.75 to less than 2.00,,1.1.2,None,SR04,https://w3id.org/CMECS/CMECS_00001473,CMECS_00001473,Original Unit,,,
Modifiers,Physical Modifiers,Seafloor Rugosity,Very High (Rugosity),CMECS Modifier Value,Greater than or equal to 2.00,,1.1.2,None,SR05,https://w3id.org/CMECS/CMECS_00001609,CMECS_00001609,Original Unit,,,
Modifiers,Physical Modifiers,Small Scale Slope,,CMECS Modifier,The Slope Modifier refers to the angle of the substrate at a scale appropriate for the feature being described; Greene et al.’s (2007) geological classification is followed here to characterize slope.,"Greene, H. G., J. J. Bizzarro, V. M. O’Connell, and C. K. Brylinsky. 2007. “Construction of Digital Potential Marine Benthic Habitat Maps Using a Coded Classification Scheme and Its Applications.” In Mapping the Seafloor for Habitat Characterization, 141–155. Special Paper 47. Edited by B. J. Todd and H. G. Greene. Geological Association of Canada.",1.1.2,None,S,https://w3id.org/CMECS/CMECS_00000770,CMECS_00000770,Original Unit,,,
Modifiers,Physical Modifiers,Small Scale Slope,Flat (Small Scale Slope),CMECS Modifier Value,0 to less than 5 degrees,,1.1.2,None,S01,https://w3id.org/CMECS/CMECS_00001449,CMECS_00001449,Original Unit,,,
Modifiers,Physical Modifiers,Small Scale Slope,Sloping (Small Scale Slope),CMECS Modifier Value,5 to less than 30 degrees,,1.1.2,None,S02,https://w3id.org/CMECS/CMECS_00001575,CMECS_00001575,Original Unit,,,
Modifiers,Physical Modifiers,Small Scale Slope,Steeply Sloping (Small Scale Slope),CMECS Modifier Value,30 to less than 60 degrees,,1.1.2,None,S03,https://w3id.org/CMECS/CMECS_00001584,CMECS_00001584,Original Unit,,,
Modifiers,Physical Modifiers,Small Scale Slope,Vertical (Small Scale Slope),CMECS Modifier Value,60 to less than 90 degrees,,1.1.2,None,S04,https://w3id.org/CMECS/CMECS_00001605,CMECS_00001605,Original Unit,,,
Modifiers,Physical Modifiers,Small Scale Slope,Overhang (Small Scale Slope),CMECS Modifier Value,Greater than or equal 90 degrees,,1.1.2,None,S05,https://w3id.org/CMECS/CMECS_00001539,CMECS_00001539,Original Unit,,,
Modifiers,Physical Modifiers,Substrate Descriptor,,CMECS Modifier,"The Substrate Component describes substrate size and composition, considering substrate origin as Geologic, Biogenic, and Anthropogenic. The Geologic classifications follow Wentworth (1922) and Folk (1954) to describe particle sizes and mixes, but do not consider geologic composition or several other important attributes. Substrate descriptors provide consistent terminology to meet these needs. Certain substrate descriptors may be used for other applications as well, e.g., Well-Mixed, Patchy, and Well-Sorted can be used to describe biotic communities or other units.","Wentworth, C. K. 1922. “A Scale of Grade and Class Terms for Clastic Sediments.” The Journal of Geology 30: 377–392.|Folk, R.L., 1954. “The Distinction between Grain Size and Mineral Composition in Sedimentary-Rock Nomenclature.” The Journal of Geology 62: 344-359.",1.1.2,None,SD,https://w3id.org/CMECS/CMECS_00000804,CMECS_00000804,Original Unit,,,
Modifiers,Physical Modifiers,Substrate Descriptor,Carbonate (Substrate),CMECS Modifier Value,"Geologic Origin particles or substrates composed mainly of carbonate minerals, e.g., limestone, dolostone.",,1.1.2,None,SD01,https://w3id.org/CMECS/CMECS_00001404,CMECS_00001404,Original Unit,,,
Modifiers,Physical Modifiers,Substrate Descriptor,Compacted (Substrate),CMECS Modifier Value,"Unconsolidated sediments with very little water content and a hard, packed form that resists penetration and resuspension. This is one of several terms that are used in CMECS to describe the fluid consistency of substrates.",,1.1.2,None,SD02,https://w3id.org/CMECS/CMECS_00001415,CMECS_00001415,Original Unit,,,
Modifiers,Physical Modifiers,Substrate Descriptor,Floc (Substrate),CMECS Modifier Value,"A layer of very fine particles suspended in the water column just above firmer sediment. This is often most apparent with visual or imaging techniques, and may appear as a turbid or cloudy layer above a more defined sediment surface. This is one of several terms that are used in CMECS to describe the fluid consistency of substrates.",,1.1.2,None,SD03,https://w3id.org/CMECS/CMECS_00001455,CMECS_00001455,Original Unit,,,
